X,Y,OBJECTID,site_type,site_name,address,borough,zip_code,latitude,longitude
-73.941598,40.834875,65,DOE HUB Grab & Go,P.S. 004 Duke Ellington,500 WEST 160 STREET,MANHATTAN,10032,40.834873,-73.941597
-73.936643,40.83933,66,DOE HUB Grab & Go,P.S. 008 Luis Belliard,465 WEST 167 STREET,MANHATTAN,10032,40.839329,-73.936646
-73.941984,40.831606,67,DOE HUB Grab & Go,P.S. 028 Wright Brothers,475 WEST 155 STREET,MANHATTAN,10032,40.831608,-73.941986
-73.94243,40.833404,68,DOE HUB Grab & Go,Community Health Academy of the Heights,504 WEST 158TH STREET,MANHATTAN,10032,40.833405,-73.942429
-73.935144,40.846116,69,DOE HUB Grab & Go,P.S. 115 Alexander Humboldt,586 WEST 177 STREET,MANHATTAN,10033,40.846115,-73.935143
-73.933968,40.850562,70,DOE HUB Grab & Go,P.S. 132 Juan Pablo Duarte,185 WADSWORTH AVENUE,MANHATTAN,10033,40.850563,-73.933968
-73.930922,40.849257,71,DOE HUB Grab & Go,J.H.S. 143 Eleanor Roosevelt,511 WEST 182ND STREET,MANHATTAN,10033,40.849258,-73.930923
-73.934677,40.850683,72,DOE HUB Grab & Go,I.S. 528 Bea Fuller Rodgers School,180 WADSWORTH AVENUE,MANHATTAN,10033,40.850681,-73.934677
-73.922263,40.857702,73,DOE HUB Grab & Go,P.S. 005 Ellen Lurie,3703 TENTH AVENUE,MANHATTAN,10034,40.8577,-73.922264
-73.92541,40.865491,74,DOE HUB Grab & Go,J.H.S. 052 Inwood,650 ACADEMY STREET,MANHATTAN,10034,40.86549,-73.925407
-73.917819,40.867742,75,DOE HUB Grab & Go,P.S. 098 Shorac Kappock,512 WEST 212 STREET,MANHATTAN,10034,40.867741,-73.917816
-73.912357,40.871718,76,DOE HUB Grab & Go,Paula Hedbavny School,421 W 219TH ST,MANHATTAN,10034,40.871719,-73.912354
-73.933741,40.799266,77,DOE HUB Grab & Go,River East Elementary,2351 FIRST AVENUE,MANHATTAN,10035,40.799267,-73.933739
-73.937154,40.799726,78,DOE HUB Grab & Go,P.S. 096 Joseph Lanzetta,216 EAST 120 STREET,MANHATTAN,10035,40.799725,-73.937157
-73.930486,40.796863,79,DOE HUB Grab & Go,P.S. 112 Jose Celso Barbosa,535 EAST 119 STREET,MANHATTAN,10035,40.796864,-73.930489
-73.935461,40.805654,80,DOE HUB Grab & Go,P.S. 030 Hernandez/Hughes,144-176 EAST 128 STREET,MANHATTAN,10035,40.805653,-73.935463
-73.939989,40.807677,81,DOE HUB Grab & Go,Harlem Renaissance High School,22 EAST 128 STREET,MANHATTAN,10035,40.807678,-73.939987
-73.939178,40.809663,82,DOE HUB Grab & Go,P.S. 133 Fred R Moore,2121 5 AVENUE,MANHATTAN,10037,40.809662,-73.939178
-73.938351,40.813533,83,DOE HUB Grab & Go,P.S. 197 John B. Russwurm,2230 5 AVENUE,MANHATTAN,10037,40.813534,-73.938354
-73.997479,40.712551,84,DOE HUB Grab & Go,P.S. 001 Alfred E. Smith,8 HENRY STREET,MANHATTAN,10038,40.712551,-73.997482
-73.997324,40.710547,85,DOE HUB Grab & Go,P.S. 126 Jacob August Riis,80 CATHERINE STREET,MANHATTAN,10038,40.710548,-73.997322
-73.935682,40.82395,86,DOE HUB Grab & Go,Frederick Douglass Academy,2581 7TH AVENUE,MANHATTAN,10039,40.823952,-73.935684
-73.936293,40.831463,87,DOE HUB Grab & Go,P.S. 046 Arthur Tappan,2987 FREDERICK DOUGLASS BOULEVARD,MANHATTAN,10039,40.831463,-73.936295
-73.937834,40.825829,88,DOE HUB Grab & Go,Thurgood Marshall Academy Lower School,276 WEST 151ST STREET,MANHATTAN,10039,40.825829,-73.937836
-73.938586,40.820798,89,DOE HUB Grab & Go,Lenox Family Residence/WIN,141 West 144th Street,MANHATTAN,10039,40.820797,-73.938583
-73.927567,40.859943,90,DOE HUB Grab & Go,P.S. 152 Dyckman Valley,93 NAGLE AVENUE,MANHATTAN,10040,40.859943,-73.927567
-73.928052,40.853043,91,DOE HUB Grab & Go,P.S. 189,2580 AMSTERDAM AVENUE,MANHATTAN,10040,40.853043,-73.928055
-73.93005,40.860907,92,DOE HUB Grab & Go,Middle School 322,4600 BROADWAY,MANHATTAN,10040,40.860909,-73.930054
-73.949577,40.763024,93,DOE HUB Grab & Go,P.S./I.S. 217 Roosevelt Island,645 MAIN STREET,MANHATTAN,10044,40.763023,-73.949577
-73.959777,40.765639,94,DOE HUB Grab & Go,Urban Academy Laboratory High School,317 EAST  67 STREET,MANHATTAN,10065,40.76564,-73.959778
-73.945933,40.783284,95,DOE HUB Grab & Go,Life Sciences Secondary School,320 EAST  96 STREET,MANHATTAN,10128,40.783283,-73.94593
-74.017453,40.706371,96,DOE HUB Grab & Go,BATTERY PARK CITY SCHOOL,55 BATTERY PLACE,MANHATTAN,10280,40.706371,-74.017456
-74.013842,40.71801,97,DOE HUB Grab & Go,Stuyvesant High School,345 CHAMBERS STREET,MANHATTAN,10282,40.71801,-74.01384
-74.079598,40.639639,98,DOE HUB Grab & Go,P.S. 016 John J. Driscoll,195 DANIEL LOW TERRACE,STATEN ISLAND,10301,40.639641,-74.079597
-74.085456,40.642028,99,DOE HUB Grab & Go,P.S. 031 William T. Davis,55 LAYTON AVENUE,STATEN ISLAND,10301,40.642029,-74.085457
-74.083845,40.647631,100,DOE HUB Grab & Go,The Harbor View School,300 Richmond Terrace,STATEN ISLAND,10301,40.647633,-74.083847
-74.097992,40.634525,101,DOE HUB Grab & Go,I.S. 061 William A Morris,445 CASTLETON AVENUE,STATEN ISLAND,10301,40.634525,-74.097992
-74.105909,40.608272,102,DOE HUB Grab & Go,The Michael J. Petrides School,715 OCEAN TERRACE,STATEN ISLAND,10301,40.608273,-74.105911
-74.082221,40.645409,103,DOE HUB Grab & Go,Curtis High School,105 HAMILTON AVENUE,STATEN ISLAND,10301,40.645409,-74.082222
-74.079267,40.642818,104,DOE HUB Grab & Go,Ralph R. McKee Career and Technical Education High School,290 ST MARKS PLACE,STATEN ISLAND,10301,40.642818,-74.079269
-74.095462,40.641175,105,DOE HUB Grab & Go,P.S. R373,91 HENDERSON AVENUE,STATEN ISLAND,10301,40.641174,-74.095459
-74.132386,40.63673,106,DOE HUB Grab & Go,P.S. 020 Port Richmond,161 PARK AVENUE,STATEN ISLAND,10302,40.63673,-74.132385
-74.145537,40.62327,107,DOE HUB Grab & Go,I.S. 051 Edwin Markham,80 WILLOWBROOK ROAD,STATEN ISLAND,10302,40.623268,-74.145538
-74.142353,40.625187,108,DOE HUB Grab & Go,Port Richmond School for Visionary Learning,1625 FOREST AVENUE,STATEN ISLAND,10302,40.625187,-74.142349
-74.142043,40.635344,109,DOE HUB Grab & Go,Port Richmond High School,85 ST JOSEPHS AVENUE,STATEN ISLAND,10302,40.635345,-74.142044
-74.157325,40.631676,110,DOE HUB Grab & Go,P.S. 044 Thomas C. Brown,80 MAPLE PARKWAY,STATEN ISLAND,10303,40.631676,-74.157326
-74.15063,40.624823,111,DOE HUB Grab & Go,P.S. 022 Graniteville Extension,1860 FOREST AVENUE,STATEN ISLAND,10303,40.624825,-74.150627
-74.090336,40.60259,112,DOE HUB Grab & Go,Naples Street Elementary School,1055 TARGEE STREET,STATEN ISLAND,10304,40.602589,-74.09034
-74.098252,40.590885,113,DOE HUB Grab & Go,P.S. 11 Thomas Dongan School,51 JEFFERSON STREET,STATEN ISLAND,10304,40.590885,-74.098251
-74.080724,40.620441,114,DOE HUB Grab & Go,I.S. 49 Berta A. Dreyfus,101 WARREN STREET,STATEN ISLAND,10304,40.620441,-74.080727
-74.083789,40.611159,115,DOE HUB Grab & Go,P.S. 057 Hubert H. Humphrey,140 PALMA DRIVE,STATEN ISLAND,10304,40.61116,-74.083786
-74.079232,40.622416,116,DOE HUB Grab & Go,PS 78,100 TOMPKINS AVENUE,STATEN ISLAND,10304,40.622417,-74.079231
-74.080957,40.625055,117,DOE HUB Grab & Go,Safe Horizon (Prelude),28 Cedar St.,STATEN ISLAND,10304,40.625053,-74.080956
-74.068967,40.613323,118,DOE HUB Grab & Go,P.S. 013 M. L. Lindemeyer,191 VERMONT AVENUE,STATEN ISLAND,10305,40.613323,-74.06897
-74.070532,40.597866,119,DOE HUB Grab & Go,P.S. 39 Francis J. Murphy Jr.,99 MACFARLAND AVENUE,STATEN ISLAND,10305,40.597866,-74.070534
-74.080833,40.594451,120,DOE HUB Grab & Go,P.S. 046 Albert V. Maniscalco,41 REID AVENUE,STATEN ISLAND,10305,40.594452,-74.080833
-74.089013,40.582551,121,DOE HUB Grab & Go,P.S. 052 John C. Thompson,450 BUEL AVENUE,STATEN ISLAND,10305,40.58255,-74.089012
-74.099733,40.576822,122,DOE HUB Grab & Go,I.S. R002 George L. Egbert,333 MIDLAND AVENUE,STATEN ISLAND,10306,40.57682,-74.099731
-74.133224,40.570763,123,DOE HUB Grab & Go,P.S. 023 Richmondtown,30 NATICK STREET,STATEN ISLAND,10306,40.570763,-74.133224
-74.108493,40.573597,124,DOE HUB Grab & Go,The Stephanie A Vierno School,216 CLAWSON STREET,STATEN ISLAND,10306,40.573597,-74.10849
-74.124243,40.560922,125,DOE HUB Grab & Go,P.S. 050 Frank Hankinson,200 ADELAIDE AVENUE,STATEN ISLAND,10306,40.560921,-74.124245
-74.105803,40.570943,126,DOE HUB Grab & Go,New Dorp High School,465 NEW DORP LANE,STATEN ISLAND,10306,40.570942,-74.105804
-74.23014,40.510186,127,DOE HUB Grab & Go,P.S. 6 Corporal Allan F. Kivlehan School,555 PAGE AVENUE,STATEN ISLAND,10307,40.510185,-74.230141
-74.243621,40.50777,128,DOE HUB Grab & Go,I.S. 034 Tottenville,528 ACADEMY AVENUE,STATEN ISLAND,10307,40.507771,-74.243622
-74.145508,40.54562,129,DOE HUB Grab & Go,I.S. 024 Myra S. Barnes,750 DURANT AVENUE,STATEN ISLAND,10308,40.54562,-74.145508
-74.155036,40.55825,130,DOE HUB Grab & Go,P.S. 032 The Gifford School,232 BARLOW AVENUE,STATEN ISLAND,10308,40.55825,-74.155037
-74.136641,40.551925,131,DOE HUB Grab & Go,P.S. 053 Bay Terrace,330 DURANT AVENUE,STATEN ISLAND,10308,40.551926,-74.136642
-74.151375,40.564093,132,DOE HUB Grab & Go,P.S. R037,15 FAIRFIELD STREET,STATEN ISLAND,10308,40.564095,-74.151375
-74.211847,40.520824,133,DOE HUB Grab & Go,P.S. 003 The Margaret Gioiosa School,80 SOUTH GOFF AVENUE,STATEN ISLAND,10309,40.520824,-74.211845
-74.11686,40.6365,134,DOE HUB Grab & Go,P.S. 018 John G. Whittier,221 BROADWAY,STATEN ISLAND,10310,40.636501,-74.116859
-74.126891,40.630561,135,DOE HUB Grab & Go,P.S. 019 The Curtis School,780 POST AVENUE,STATEN ISLAND,10310,40.630562,-74.126892
-74.117801,40.628424,136,DOE HUB Grab & Go,I.S. 027 Anning S. Prall,11 CLOVE LAKE PLACE,STATEN ISLAND,10310,40.628426,-74.117798
-74.107537,40.628417,137,DOE HUB Grab & Go,P.S. 045 John Tyler,58 LAWRENCE AVENUE,STATEN ISLAND,10310,40.628418,-74.107536
-74.195271,40.552051,138,DOE HUB Grab & Go,P.S. 004 Maurice Wollin,200 NEDRA LANE,STATEN ISLAND,10312,40.552052,-74.195274
-74.1861,40.522969,139,DOE HUB Grab & Go,I.S. 007 Elias Bernstein,1270 HUGUENOT AVENUE,STATEN ISLAND,10312,40.522968,-74.186096
-74.182538,40.543431,140,DOE HUB Grab & Go,P.S. 036 J. C. Drumgoole,255 IONIA AVENUE,STATEN ISLAND,10312,40.54343,-74.182541
-74.169042,40.552214,141,DOE HUB Grab & Go,P.S. 042 Eltingville,380 GENESEE AVENUE,STATEN ISLAND,10312,40.552216,-74.169044
-74.163063,40.536621,142,DOE HUB Grab & Go,P.S. 055 Henry M. Boehm,54 OSBORNE STREET,STATEN ISLAND,10312,40.536621,-74.163063
-74.197012,40.544604,143,DOE HUB Grab & Go,I.S. 075 Frank D. Paulo,455 HUGUENOT AVENUE,STATEN ISLAND,10312,40.544605,-74.197014
-74.19009,40.591528,144,DOE HUB Grab & Go,P.S. 026 The Carteret School,4108 VICTORY BOULEVARD,STATEN ISLAND,10314,40.59153,-74.190086
-74.116202,40.614037,145,DOE HUB Grab & Go,P.S. 029 Bardwell,1581 VICTORY BOULEVARD,STATEN ISLAND,10314,40.614037,-74.116203
-74.133081,40.618098,146,DOE HUB Grab & Go,P.S. 030 Westerleigh,200 WARDWELL AVENUE,STATEN ISLAND,10314,40.618099,-74.13308
-74.13744,40.602741,147,DOE HUB Grab & Go,P.S. 054 Charles W. Leng,1060 WILLOWBROOK ROAD,STATEN ISLAND,10314,40.602741,-74.137444
-74.162624,40.610605,148,DOE HUB Grab & Go,P.S. 060 Alice Austen,55 MERRILL AVENUE,STATEN ISLAND,10314,40.610603,-74.162621
-74.157339,40.591459,149,DOE HUB Grab & Go,P.S. 069 Daniel D. Tompkins,144 KEATING PLACE,STATEN ISLAND,10314,40.591457,-74.157341
-74.158622,40.592132,150,DOE HUB Grab & Go,I.S. 072 Rocco Laurie,33 FERNDALE AVENUE,STATEN ISLAND,10314,40.592133,-74.158623
-74.164435,40.620324,151,DOE HUB Grab & Go,Staten Island School of Civic Leader,280 REGIS DRIVE,STATEN ISLAND,10314,40.620323,-74.164436
-74.15954,40.581363,152,DOE HUB Grab & Go,CSI High School for International Studies,100 ESSEX DRIVE,STATEN ISLAND,10314,40.581364,-74.159538
-73.919638,40.819332,153,DOE HUB Grab & Go,P.S. 001 Courtlandt School,335 EAST 152 STREET,BRONX,10451,40.819332,-73.91964
-73.922752,40.816238,154,DOE HUB Grab & Go,P.S. 018 John Peter Zenger,502 MORRIS AVENUE,BRONX,10451,40.816238,-73.922752
-73.921303,40.822657,155,DOE HUB Grab & Go,P.S./M.S. 031 The William Lloyd Garrison,250 EAST 156 STREET,BRONX,10451,40.822659,-73.921303
-73.921303,40.822657,156,DOE HUB Grab & Go,J.H.S. 151 Lou Gehrig,250 EAST 156 STREET,BRONX,10451,40.822659,-73.921303
-73.925967,40.813677,157,DOE HUB Grab & Go,P.S. 168,339 MORRIS AVENUE,BRONX,10451,40.813679,-73.925964
-73.92252,40.823009,158,DOE HUB Grab & Go,Concourse Village Elementary School,750 CONCOURSE VILLAGE WEST,BRONX,10451,40.823009,-73.922523
-73.929982,40.815754,159,DOE HUB Grab & Go,Health Opportunities High School,350 GERARD AVENUE,BRONX,10451,40.815754,-73.929985
-73.916579,40.826688,160,DOE HUB Grab & Go,Sarah Burke,298 E 163 Street,BRONX,10451,40.826687,-73.91658
-73.925945,40.839771,161,DOE HUB Grab & Go,P.S. 011 Highbridge,1257 OGDEN AVENUE,BRONX,10452,40.839771,-73.925941
-73.926397,40.832613,162,DOE HUB Grab & Go,P.S. 073 Bronx,1020 ANDERSON AVENUE,BRONX,10452,40.832615,-73.926399
-73.92816,40.836624,163,DOE HUB Grab & Go,P.S. 126 Dr Marjorie H Dunbar,175 WEST 166 STREET,BRONX,10452,40.836624,-73.928162
-73.920827,40.843401,164,DOE HUB Grab & Go,P.S. 199X - The Shakespeare School,1449 SHAKESPEARE AVENUE,BRONX,10452,40.843403,-73.92083
-73.919589,40.835674,165,DOE HUB Grab & Go,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,1220 GERARD AVENUE,BRONX,10452,40.835674,-73.919586
-73.915879,40.840401,166,DOE HUB Grab & Go,The Walton Avenue School,1425 WALTON AVENUE,BRONX,10452,40.840401,-73.915878
-73.928119,40.838158,167,DOE HUB Grab & Go,The Highbridge Green School,200 West 167th Street,BRONX,10452,40.838158,-73.928116
-73.921165,40.832722,168,DOE HUB Grab & Go,Children rescue fund - annex,1097 Walton Ave,BRONX,10452,40.832722,-73.921165
-73.920325,40.834143,169,DOE HUB Grab & Go,Children rescue fund - cluster,1175 Walton Ave,BRONX,10452,40.834145,-73.920326
-73.918955,40.851675,170,DOE HUB Grab & Go,P.S. 109 Sedgwick,1771 POPHAM AVENUE,BRONX,10453,40.851673,-73.918953
-73.909023,40.84855,171,DOE HUB Grab & Go,I.S. 117 Joseph H. Wade,1865 MORRIS AVENUE,BRONX,10453,40.848549,-73.909019
-73.921695,40.852031,172,DOE HUB Grab & Go,I.S. 229 Roland Patterson,275 HARLEM RIVER PARK BRIDGE,BRONX,10453,40.852032,-73.921692
-73.906865,40.850889,173,DOE HUB Grab & Go,Theresa's Haven Shelter,1975 Creston Avenue,BRONX,10453,40.850887,-73.906868
-73.919847,40.846412,174,DOE HUB Grab & Go,Nelson Avenue Family Residence,1605 Nelson Avenue,BRONX,10453,40.846413,-73.919846
-73.909433,40.847606,175,DOE HUB Grab & Go,HENWOOD FAMILY RESIDENCE,115 HENWOOD PL,BRONX,10453,40.847607,-73.909431
-73.909854,40.859219,176,DOE HUB Grab & Go,P.S. X015 Institute for Environmental Learning,2195 ANDREWS AVENUE,BRONX,10453,40.859219,-73.909851
-73.907698,40.857683,177,DOE HUB Grab & Go,P.S. 091 Bronx,2170 AQUEDUCT AVENUE,BRONX,10453,40.857681,-73.9077
-73.910982,40.851142,178,DOE HUB Grab & Go,P.S. 306,40 WEST TREMONT AVENUE,BRONX,10453,40.851143,-73.91098
-73.903154,40.855316,179,DOE HUB Grab & Go,"Elementary School for Math, Science, and Technology",125 EAST 181 STREET,BRONX,10453,40.855316,-73.903152
-73.916091,40.855694,180,DOE HUB Grab & Go,PS 226 Annex,1910 SEDGWICK AVENUE,BRONX,10453,40.855694,-73.916092
-73.912579,40.80806,181,DOE HUB Grab & Go,P.S. 065 Mother Hale Academy,677 EAST 141 STREET,BRONX,10454,40.80806,-73.912582
-73.920783,40.813569,182,DOE HUB Grab & Go,South Bronx Preparatory: A College Board School,360 EAST 145 STREET,BRONX,10454,40.813568,-73.920784
-73.925655,40.808236,183,DOE HUB Grab & Go,P.S. 154 Jonathan D. Hyatt,333 EAST 135 STREET,BRONX,10454,40.808235,-73.925652
-73.918756,40.810312,184,DOE HUB Grab & Go,Academy of Applied Mathematics and Technology,345 BROOK AVENUE,BRONX,10454,40.81031,-73.918755
